,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,population,population,population
2020-10-30,0.0,33.0,2.0,12.0,173.0,110.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-10-31,1.0,20.0,8.0,21.0,271.0,122.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-01,2.0,14.0,3.0,18.0,191.0,112.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-02,1.0,7.0,3.0,24.0,153.0,59.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-03,0.0,10.0,3.0,19.0,154.0,90.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-04,3.0,15.0,5.0,11.0,104.0,61.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-05,0.0,13.0,4.0,16.0,152.0,96.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-06,0.0,33.0,6.0,16.0,160.0,92.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-07,0.0,16.0,11.0,12.0,140.0,84.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-08,3.0,16.0,6.0,21.0,210.0,98.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-09,2.0,9.0,10.0,12.0,128.0,88.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-10,4.0,10.0,6.0,18.0,178.0,88.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-11,2.0,17.0,7.0,17.0,180.0,93.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-12,4.0,16.0,7.0,19.0,176.0,102.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-13,0.0,27.0,9.0,13.0,167.0,99.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-14,1.0,11.0,9.0,19.0,216.0,103.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-15,1.0,17.0,16.0,18.0,217.0,99.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-16,1.0,13.0,6.0,18.0,165.0,73.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-17,0.0,24.0,12.0,16.0,175.0,85.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-18,0.0,6.0,5.0,12.0,188.0,96.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-19,2.0,21.0,5.0,23.0,202.0,103.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-20,2.0,22.0,6.0,12.0,231.0,101.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-21,1.0,13.0,6.0,28.0,227.0,143.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-22,1.0,18.0,13.0,24.0,169.0,109.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-23,1.0,11.0,5.0,19.0,225.0,125.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-24,3.0,8.0,5.0,13.0,171.0,103.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-25,1.0,16.0,5.0,22.0,225.0,141.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-26,1.0,10.0,8.0,27.0,224.0,103.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-27,0.0,8.0,6.0,24.0,215.0,81.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-28,2.0,8.0,4.0,18.0,144.0,58.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-29,0.0,10.0,5.0,12.0,136.0,82.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-11-30,0.0,8.0,4.0,9.0,103.0,48.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-01,2.0,19.0,4.0,22.0,414.0,87.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-02,0.0,14.0,7.0,12.0,146.0,66.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-03,1.0,23.0,13.0,24.0,172.0,108.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-04,4.0,20.0,9.0,26.0,211.0,122.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-05,2.0,19.0,3.0,22.0,235.0,86.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-06,2.0,9.0,8.0,12.0,228.0,82.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-07,0.0,10.0,4.0,18.0,219.0,86.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-08,0.0,8.0,5.0,13.0,179.0,90.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-09,1.0,5.0,7.0,16.0,156.0,92.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-10,4.0,18.0,6.0,20.0,171.0,86.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-11,1.0,27.0,4.0,20.0,200.0,93.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-12,2.0,19.0,4.0,27.0,305.0,101.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-13,0.0,6.0,2.0,19.0,115.0,61.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-14,0.0,6.0,7.0,14.0,185.0,77.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-15,-1.0,7.0,5.0,17.0,157.0,68.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-16,0.0,12.0,8.0,12.0,134.0,67.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-17,3.0,16.0,10.0,26.0,166.0,97.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-18,1.0,4.0,-1.0,13.0,314.0,88.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-19,0.0,29.0,5.0,20.0,200.0,99.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-20,3.0,7.0,7.0,20.0,123.0,95.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-21,1.0,4.0,4.0,19.0,163.0,67.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-22,0.0,6.0,3.0,15.0,169.0,78.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-23,2.0,6.0,5.0,18.0,177.0,75.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-24,1.0,8.0,6.0,24.0,285.0,108.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-25,0.0,7.0,11.0,17.0,256.0,111.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-26,0.0,1.0,2.0,11.0,161.0,75.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-27,0.0,2.0,2.0,5.0,121.0,57.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-28,1.0,17.0,6.0,5.0,130.0,75.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-29,1.0,6.0,1.0,10.0,171.0,54.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-30,0.0,12.0,5.0,14.0,194.0,120.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2020-12-31,0.0,8.0,4.0,14.0,201.0,121.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-01,2.0,21.0,7.0,19.0,283.0,99.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-02,0.0,4.0,7.0,22.0,170.0,75.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-03,0.0,5.0,2.0,9.0,94.0,35.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-04,1.0,9.0,4.0,4.0,98.0,46.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-05,1.0,12.0,3.0,15.0,146.0,63.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-06,0.0,9.0,10.0,15.0,136.0,59.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-07,2.0,12.0,6.0,27.0,159.0,96.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-08,1.0,22.0,11.0,16.0,182.0,112.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-09,0.0,15.0,7.0,17.0,289.0,122.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-10,2.0,9.0,6.0,17.0,154.0,81.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-11,2.0,11.0,5.0,18.0,150.0,80.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-12,0.0,9.0,8.0,12.0,170.0,70.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-13,1.0,17.0,8.0,6.0,101.0,64.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-14,1.0,14.0,6.0,19.0,188.0,88.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-15,1.0,16.0,3.0,12.0,278.0,98.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-16,2.0,7.0,4.0,18.0,305.0,87.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-17,3.0,9.0,3.0,12.0,154.0,90.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-18,0.0,6.0,3.0,20.0,194.0,84.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-19,1.0,7.0,3.0,9.0,108.0,43.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-20,-1.0,6.0,2.0,19.0,145.0,55.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-21,0.0,4.0,6.0,16.0,134.0,68.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-22,1.0,9.0,5.0,28.0,310.0,84.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-23,0.0,7.0,4.0,14.0,194.0,93.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-24,1.0,5.0,1.0,16.0,152.0,67.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-25,0.0,7.0,8.0,6.0,155.0,55.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-26,1.0,0.0,2.0,17.0,227.0,54.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-27,-1.0,4.0,1.0,14.0,109.0,66.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-28,0.0,9.0,4.0,13.0,132.0,82.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-29,0.0,4.0,1.0,32.0,345.0,87.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-30,1.0,3.0,3.0,21.0,192.0,116.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-01-31,1.0,1.0,1.0,11.0,168.0,85.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-01,0.0,3.0,2.0,7.0,159.0,56.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-02,2.0,4.0,0.0,4.0,213.0,53.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-03,4.0,13.0,5.0,39.0,237.0,115.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-04,0.0,8.0,3.0,28.0,183.0,78.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-05,1.0,4.0,4.0,19.0,367.0,89.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-06,0.0,5.0,3.0,15.0,164.0,85.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-07,0.0,5.0,1.0,14.0,137.0,65.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-08,0.0,3.0,1.0,15.0,160.0,56.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-09,0.0,1.0,2.0,9.0,199.0,55.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-10,0.0,7.0,0.0,16.0,121.0,62.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-11,-1.0,1.0,6.0,35.0,166.0,91.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-12,2.0,6.0,2.0,23.0,366.0,84.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-13,0.0,2.0,3.0,18.0,174.0,68.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-14,0.0,4.0,1.0,10.0,153.0,64.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-15,0.0,2.0,2.0,6.0,130.0,41.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-16,1.0,6.0,1.0,7.0,187.0,35.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-17,0.0,7.0,2.0,11.0,97.0,50.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-18,0.0,4.0,4.0,14.0,85.0,72.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-19,0.0,5.0,5.0,24.0,302.0,80.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-20,0.0,3.0,3.0,21.0,132.0,73.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-21,0.0,4.0,1.0,14.0,164.0,63.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-22,0.0,3.0,7.0,10.0,119.0,59.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-23,0.0,1.0,0.0,6.0,101.0,47.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-24,0.0,5.0,5.0,12.0,151.0,75.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-25,1.0,1.0,1.0,18.0,240.0,88.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-26,0.0,1.0,0.0,24.0,367.0,95.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-27,0.0,0.0,0.0,29.0,157.0,73.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-02-28,0.0,4.0,0.0,9.0,159.0,72.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-01,0.0,5.0,1.0,10.0,86.0,42.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-02,0.0,5.0,5.0,8.0,209.0,47.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-03,2.0,3.0,3.0,23.0,124.0,63.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-04,0.0,2.0,1.0,18.0,155.0,93.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-05,0.0,4.0,0.0,21.0,268.0,80.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-06,0.0,6.0,3.0,15.0,133.0,87.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-07,0.0,5.0,0.0,15.0,146.0,72.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-08,0.0,2.0,0.0,14.0,111.0,35.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-09,1.0,-2.0,1.0,13.0,90.0,42.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-10,2.0,11.0,6.0,13.0,125.0,78.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-11,1.0,4.0,3.0,14.0,196.0,96.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-12,0.0,0.0,5.0,19.0,256.0,105.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-13,1.0,3.0,2.0,13.0,118.0,74.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-14,0.0,2.0,1.0,12.0,135.0,78.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-15,1.0,0.0,2.0,7.0,92.0,46.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-16,0.0,1.0,1.0,10.0,96.0,41.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-17,0.0,2.0,0.0,24.0,142.0,83.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-18,0.0,0.0,2.0,27.0,250.0,60.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-19,0.0,2.0,3.0,11.0,167.0,90.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-20,1.0,2.0,3.0,27.0,118.0,89.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-21,0.0,3.0,1.0,14.0,188.0,80.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-22,0.0,1.0,4.0,6.0,85.0,53.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-23,0.0,3.0,3.0,17.0,93.0,47.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-24,0.0,16.0,1.0,8.0,149.0,73.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-25,0.0,2.0,3.0,34.0,233.0,116.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-26,0.0,7.0,5.0,26.0,397.0,91.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-27,3.0,5.0,3.0,22.0,224.0,107.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-28,1.0,7.0,2.0,11.0,206.0,95.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-29,2.0,3.0,6.0,11.0,125.0,77.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-30,2.0,6.0,1.0,13.0,90.0,56.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-03-31,1.0,3.0,1.0,23.0,129.0,86.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-01,0.0,4.0,6.0,18.0,201.0,130.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-02,0.0,3.0,2.0,17.0,274.0,79.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-03,0.0,4.0,1.0,21.0,246.0,72.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-04,0.0,3.0,0.0,15.0,178.0,122.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-05,1.0,1.0,1.0,7.0,154.0,89.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-06,0.0,5.0,4.0,7.0,160.0,78.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-07,2.0,3.0,3.0,24.0,222.0,140.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-08,4.0,5.0,3.0,38.0,263.0,140.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-09,4.0,7.0,2.0,19.0,369.0,118.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-10,1.0,6.0,3.0,26.0,227.0,98.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-11,3.0,6.0,3.0,21.0,174.0,108.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-12,0.0,2.0,1.0,12.0,146.0,49.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-13,1.0,3.0,2.0,8.0,115.0,64.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-14,0.0,7.0,1.0,17.0,158.0,86.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-15,0.0,0.0,1.0,21.0,238.0,113.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-16,0.0,2.0,2.0,33.0,195.0,95.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-17,0.0,3.0,0.0,47.0,167.0,72.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-18,0.0,2.0,2.0,19.0,183.0,65.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-19,0.0,3.0,4.0,16.0,101.0,51.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-20,2.0,5.0,0.0,9.0,161.0,60.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-21,0.0,0.0,0.0,22.0,131.0,66.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-22,0.0,3.0,3.0,40.0,192.0,122.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-23,0.0,4.0,3.0,14.0,260.0,111.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-24,0.0,6.0,3.0,13.0,147.0,110.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-25,0.0,0.0,0.0,17.0,123.0,71.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-26,0.0,2.0,2.0,10.0,83.0,60.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-27,0.0,2.0,3.0,8.0,107.0,62.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-28,0.0,3.0,1.0,21.0,150.0,72.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-29,0.0,1.0,7.0,19.0,151.0,91.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-04-30,0.0,4.0,2.0,13.0,265.0,99.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-01,2.0,5.0,3.0,20.0,150.0,85.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-02,0.0,1.0,2.0,15.0,157.0,97.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-03,1.0,3.0,6.0,8.0,94.0,79.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-04,0.0,3.0,1.0,11.0,103.0,71.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-05,2.0,2.0,3.0,19.0,135.0,91.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-06,-1.0,0.0,1.0,34.0,156.0,108.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-07,0.0,5.0,2.0,35.0,398.0,176.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-08,0.0,2.0,0.0,15.0,133.0,81.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-09,1.0,5.0,3.0,21.0,198.0,106.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-10,1.0,0.0,1.0,10.0,64.0,38.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-11,0.0,1.0,1.0,10.0,85.0,54.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-12,0.0,1.0,3.0,12.0,135.0,67.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-13,0.0,2.0,1.0,20.0,143.0,104.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
2021-05-14,0.0,4.0,1.0,20.0,221.0,92.0,,,,0,0,0,,,,,,,0,0,0,,,,2536.0,32048.0,17641.0
