,date,TotalBeds,TotalBeds_change,TotalBeds_change_7day,TotalBeds_change_14day,TotalBeds_7day,TotalBeds_14day,TotalOpenBeds,TotalOpenBeds_change,TotalOpenBeds_change_7day,TotalOpenBeds_change_14day,TotalOpenBeds_7day,TotalOpenBeds_14day,TotalInUseBedsNonCOVID,TotalInUseBedsNonCOVID_change,TotalInUseBedsNonCOVID_change_7day,TotalInUseBedsNonCOVID_change_14day,TotalInUseBedsNonCOVID_7day,TotalInUseBedsNonCOVID_14day,TotalInUseBedsCOVID,TotalInUseBedsCOVID_change,TotalInUseBedsCOVID_change_7day,TotalInUseBedsCOVID_change_14day,TotalInUseBedsCOVID_7day,TotalInUseBedsCOVID_14day,ICUBeds,ICUBeds_change,ICUBeds_change_7day,ICUBeds_change_14day,ICUBeds_7day,ICUBeds_14day,ICUOpenBeds,ICUOpenBeds_change,ICUOpenBeds_change_7day,ICUOpenBeds_change_14day,ICUOpenBeds_7day,ICUOpenBeds_14day,ICUInUseBedsNonCOVID,ICUInUseBedsNonCOVID_change,ICUInUseBedsNonCOVID_change_7day,ICUInUseBedsNonCOVID_change_14day,ICUInUseBedsNonCOVID_7day,ICUInUseBedsNonCOVID_14day,ICUInUseBedsCOVID,ICUInUseBedsCOVID_change,ICUInUseBedsCOVID_change_7day,ICUInUseBedsCOVID_change_14day,ICUInUseBedsCOVID_7day,ICUInUseBedsCOVID_14day,VentilatorCapacity,VentilatorCapacity_change,VentilatorCapacity_change_7day,VentilatorCapacity_change_14day,VentilatorCapacity_7day,VentilatorCapacity_14day,VentilatorAvailable,VentilatorAvailable_change,VentilatorAvailable_change_7day,VentilatorAvailable_change_14day,VentilatorAvailable_7day,VentilatorAvailable_14day,VentilatorInUseNonCOVID,VentilatorInUseNonCOVID_change,VentilatorInUseNonCOVID_change_7day,VentilatorInUseNonCOVID_change_14day,VentilatorInUseNonCOVID_7day,VentilatorInUseNonCOVID_14day,VentilatorInUseCOVID,VentilatorInUseCOVID_change,VentilatorInUseCOVID_change_7day,VentilatorInUseCOVID_change_14day,VentilatorInUseCOVID_7day,VentilatorInUseCOVID_14day
87,2020-07-08,35117,-11.0,-1.2857142857142858,9.857142857142858,35134.42857142857,35092.71428571428,13384,-105.0,-107.57142857142857,-26.571428571428573,14480.285714285714,14425.285714285714,20226,105.0,126.85714285714286,44.92857142857143,19250.428571428572,19201.214285714286,1507,-11.0,-20.571428571428573,-8.5,1403.7142857142858,1466.2142857142858,3911,0.0,-1.4285714285714286,2.5714285714285716,3918.285714285714,3891.9285714285716,1654,-101.0,-19.142857142857142,-4.928571428571429,1801.142857142857,1811.0,1940,115.0,22.285714285714285,13.357142857142858,1793.857142857143,1729.4285714285713,317,-14.0,-4.571428571428571,-5.857142857142857,323.2857142857143,351.5,5853,-99.0,-11.142857142857142,-6.357142857142857,5927.142857142857,5932.642857142857,4345,-215.0,-16.428571428571427,-8.5,4479.428571428572,4482.071428571428,1355,114.0,11.285714285714286,6.642857142857143,1287.857142857143,1271.357142857143,153,2.0,-6.0,-4.5,159.85714285714286,179.21428571428572
88,2020-07-09,35127,10.0,2.4285714285714284,11.142857142857142,35136.857142857145,35103.857142857145,13401,17.0,-100.57142857142857,-35.0,14379.714285714286,14390.285714285714,20290,64.0,90.57142857142857,51.857142857142854,19341.0,19253.071428571428,1436,-71.0,12.428571428571429,-5.714285714285714,1416.142857142857,1460.5,3911,0.0,-1.5714285714285714,3.0,3916.714285714286,3894.9285714285716,1675,21.0,-13.0,-5.214285714285714,1788.142857142857,1805.7857142857142,1930,-10.0,15.428571428571429,14.928571428571429,1809.2857142857142,1744.357142857143,306,-11.0,-4.0,-6.714285714285714,319.2857142857143,344.7857142857143,5850,-3.0,-11.428571428571429,-5.428571428571429,5915.714285714285,5927.214285714285,4418,73.0,-13.142857142857142,1.5714285714285714,4466.285714285715,4483.642857142857,1277,-78.0,3.0,-2.0,1290.857142857143,1269.357142857143,155,2.0,-1.2857142857142858,-5.0,158.57142857142858,174.21428571428572
89,2020-07-10,35031,-96.0,-15.285714285714286,-1.7142857142857142,35121.57142857143,35102.142857142855,13354,-47.0,-175.14285714285714,-46.785714285714285,14204.57142857143,14343.5,20279,-11.0,152.42857142857142,52.214285714285715,19493.428571428572,19305.285714285714,1398,-38.0,7.428571428571429,-7.142857142857143,1423.5714285714287,1453.357142857143,3914,3.0,-1.1428571428571428,3.5,3915.5714285714284,3898.4285714285716,1672,-3.0,-19.428571428571427,-7.642857142857143,1768.7142857142858,1798.142857142857,1921,-9.0,20.428571428571427,15.285714285714286,1829.7142857142858,1759.642857142857,321,15.0,-2.142857142857143,-4.142857142857143,317.14285714285717,340.64285714285717,5822,-28.0,-15.714285714285714,-7.285714285714286,5900.0,5919.928571428572,4397,-21.0,-10.428571428571429,-14.071428571428571,4455.857142857143,4469.571428571428,1286,9.0,0.8571428571428571,12.285714285714286,1291.7142857142858,1281.642857142857,139,-16.0,-6.142857142857143,-5.5,152.42857142857142,168.71428571428572
90,2020-07-11,35065,34.0,-12.428571428571429,1.5,35109.142857142855,35103.642857142855,14145,791.0,-182.28571428571428,-25.571428571428573,14022.285714285714,14317.92857142857,19578,-701.0,167.57142857142858,35.785714285714285,19661.0,19341.071428571428,1342,-56.0,2.2857142857142856,-8.714285714285714,1425.857142857143,1444.642857142857,3908,-6.0,-2.0,4.142857142857143,3913.5714285714284,3902.5714285714284,1735,63.0,-26.142857142857142,-8.428571428571429,1742.5714285714287,1789.7142857142858,1862,-59.0,23.142857142857142,17.0,1852.857142857143,1776.642857142857,311,-10.0,1.0,-4.428571428571429,318.14285714285717,336.2142857142857,5793,-29.0,-19.857142857142858,-10.642857142857142,5880.142857142857,5909.285714285715,4317,-80.0,-4.142857142857143,-12.5,4451.714285714285,4457.071428571428,1349,63.0,-10.285714285714286,6.571428571428571,1281.4285714285713,1288.2142857142858,127,-12.0,-5.428571428571429,-4.714285714285714,147.0,164.0
91,2020-07-12,35032,-33.0,-16.0,-1.7142857142857142,35093.142857142855,35101.92857142857,14651,506.0,-109.0,-34.714285714285715,13913.285714285714,14283.214285714286,19019,-559.0,97.71428571428571,42.92857142857143,19758.714285714286,19384.0,1362,20.0,-4.714285714285714,-9.928571428571429,1421.142857142857,1434.7142857142858,3897,-11.0,-3.2857142857142856,3.357142857142857,3910.285714285714,3905.9285714285716,1766,31.0,-14.285714285714286,-12.0,1728.2857142857142,1777.7142857142858,1797,-65.0,9.142857142857142,18.071428571428573,1862.0,1794.7142857142858,334,23.0,1.8571428571428572,-2.7142857142857144,320.0,333.5,5782,-11.0,-21.428571428571427,-12.142857142857142,5858.714285714285,5897.142857142857,4249,-68.0,-49.285714285714285,-17.357142857142858,4402.428571428572,4439.714285714285,1397,48.0,30.0,8.857142857142858,1311.4285714285713,1297.0714285714287,136,9.0,-2.142857142857143,-3.642857142857143,144.85714285714286,160.35714285714286
92,2020-07-13,35071,39.0,-11.571428571428571,0.8571428571428571,35081.57142857143,35102.78571428572,14563,-88.0,-58.0,-7.142857142857143,13855.285714285714,14276.07142857143,19092,73.0,42.0,18.285714285714285,19800.714285714286,19402.285714285714,1416,54.0,4.428571428571429,-10.285714285714286,1425.5714285714287,1424.4285714285713,3909,12.0,-1.5714285714285714,4.214285714285714,3908.714285714286,3910.1428571428573,1800,34.0,-5.857142857142857,-3.357142857142857,1722.4285714285713,1774.357142857143,1776,-21.0,2.4285714285714284,12.428571428571429,1864.4285714285713,1807.142857142857,333,-1.0,1.8571428571428572,-4.857142857142857,321.85714285714283,328.64285714285717,5757,-25.0,-28.857142857142858,-13.785714285714286,5829.857142857143,5883.357142857143,4405,156.0,-18.0,-8.214285714285714,4384.428571428572,4431.5,1226,-171.0,-7.0,-1.3571428571428572,1304.4285714285713,1295.7142857142858,126,-10.0,-3.857142857142857,-4.214285714285714,141.0,156.14285714285714
93,2020-07-14,35060,-11.0,-9.714285714285714,1.0,35071.857142857145,35103.78571428572,13322,-1241.0,-23.857142857142858,-66.42857142857143,13831.42857142857,14209.642857142857,20284,1192.0,23.285714285714285,71.5,19824.0,19473.785714285714,1454,38.0,-9.142857142857142,-4.071428571428571,1416.4285714285713,1420.357142857143,3909,0.0,-0.2857142857142857,3.9285714285714284,3908.4285714285716,3914.0714285714284,1757,-43.0,0.2857142857142857,-2.857142857142857,1722.7142857142858,1771.5,1828,52.0,0.42857142857142855,11.071428571428571,1864.857142857143,1818.2142857142858,324,-9.0,-1.0,-4.285714285714286,320.85714285714283,324.35714285714283,5751,-6.0,-28.714285714285715,-13.642857142857142,5801.142857142857,5869.714285714285,4490,85.0,-10.0,3.642857142857143,4374.428571428572,4435.142857142857,1131,-95.0,-15.714285714285714,-13.071428571428571,1288.7142857142858,1282.642857142857,130,4.0,-3.0,-4.214285714285714,138.0,151.92857142857142
94,2020-07-15,35031,-29.0,-12.285714285714286,-6.785714285714286,35059.57142857143,35097.0,13152,-170.0,-33.142857142857146,-70.35714285714286,13798.285714285714,14139.285714285714,20445,161.0,31.285714285714285,79.07142857142857,19855.285714285714,19552.85714285714,1434,-20.0,-10.428571428571429,-15.5,1406.0,1404.857142857143,3905,-4.0,-0.8571428571428571,-1.1428571428571428,3907.5714285714284,3912.9285714285716,1709,-48.0,7.857142857142857,-5.642857142857143,1730.5714285714287,1765.857142857143,1885,57.0,-7.857142857142857,7.214285714285714,1857.0,1825.4285714285713,311,-13.0,-0.8571428571428571,-2.7142857142857144,320.0,321.64285714285717,5753,2.0,-14.285714285714286,-12.714285714285714,5786.857142857143,5857.0,4484,-6.0,19.857142857142858,1.7142857142857142,4394.285714285715,4436.857142857143,1142,11.0,-30.428571428571427,-9.571428571428571,1258.2857142857142,1273.0714285714287,127,-3.0,-3.7142857142857144,-4.857142857142857,134.28571428571428,147.07142857142858
95,2020-07-16,35022,-9.0,-15.0,-6.285714285714286,35044.57142857143,35090.71428571428,12843,-309.0,-79.71428571428571,-90.14285714285714,13718.57142857143,14049.142857142857,20748,303.0,65.42857142857143,78.0,19920.714285714286,19630.85714285714,1431,-3.0,-0.7142857142857143,5.857142857142857,1405.2857142857142,1410.7142857142858,3919,14.0,1.1428571428571428,-0.21428571428571427,3908.714285714286,3912.714285714286,1644,-65.0,-4.428571428571429,-8.714285714285714,1726.142857142857,1757.142857142857,1966,81.0,5.142857142857143,10.285714285714286,1862.142857142857,1835.7142857142858,309,-2.0,0.42857142857142855,-1.7857142857142858,320.42857142857144,319.85714285714283,5752,-1.0,-14.0,-12.714285714285714,5772.857142857143,5844.285714285715,4518,34.0,14.285714285714286,0.5714285714285714,4408.571428571428,4437.428571428572,1106,-36.0,-24.428571428571427,-10.714285714285714,1233.857142857143,1262.357142857143,128,1.0,-3.857142857142857,-2.5714285714285716,130.42857142857142,144.5
96,2020-07-17,35116,94.0,12.142857142857142,-1.5714285714285714,35056.71428571428,35089.142857142855,13158,315.0,-28.0,-101.57142857142857,13690.57142857143,13947.57142857143,20598,-150.0,45.57142857142857,99.0,19966.285714285714,19729.85714285714,1360,-71.0,-5.428571428571429,1.0,1399.857142857143,1411.7142857142858,3921,2.0,1.0,-0.07142857142857142,3909.714285714286,3912.6428571428573,1691,47.0,2.7142857142857144,-8.357142857142858,1728.857142857143,1748.7857142857142,1904,-62.0,-2.4285714285714284,9.0,1859.7142857142858,1844.7142857142858,326,17.0,0.7142857142857143,-0.7142857142857143,321.14285714285717,319.14285714285717,5747,-5.0,-10.714285714285714,-13.214285714285714,5762.142857142857,5831.071428571428,4606,88.0,29.857142857142858,9.714285714285714,4438.428571428572,4447.142857142857,1022,-84.0,-37.714285714285715,-18.428571428571427,1196.142857142857,1243.9285714285713,119,-9.0,-2.857142857142857,-4.5,127.57142857142857,140.0
97,2020-07-18,35049,-67.0,-2.2857142857142856,-7.357142857142857,35054.42857142857,35081.78571428572,14137,979.0,-1.1428571428571428,-91.71428571428571,13689.42857142857,13855.857142857143,19556,-1042.0,-3.142857142857143,82.21428571428571,19963.14285714286,19812.071428571428,1356,-4.0,2.0,2.142857142857143,1401.857142857143,1413.857142857143,3904,-17.0,-0.5714285714285714,-1.2857142857142858,3909.1428571428573,3911.3571428571427,1782,91.0,6.714285714285714,-9.714285714285714,1735.5714285714287,1739.0714285714287,1802,-102.0,-8.571428571428571,7.285714285714286,1851.142857142857,1852.0,320,-6.0,1.2857142857142858,1.1428571428571428,322.42857142857144,320.2857142857143,5754,7.0,-5.571428571428571,-12.714285714285714,5756.571428571428,5818.357142857143,4548,-58.0,33.0,14.428571428571429,4471.428571428572,4461.571428571428,1074,52.0,-39.285714285714285,-24.785714285714285,1156.857142857143,1219.142857142857,132,13.0,0.7142857142857143,-2.357142857142857,128.28571428571428,137.64285714285714
98,2020-07-19,35052,3.0,2.857142857142857,-6.571428571428571,35057.28571428572,35075.21428571428,14533,396.0,-16.857142857142858,-62.92857142857143,13672.57142857143,13792.92857142857,19109,-447.0,12.857142857142858,55.285714285714285,19976.0,19867.35714285714,1410,54.0,6.857142857142857,1.0714285714285714,1408.7142857142858,1414.9285714285713,3901,-3.0,0.5714285714285714,-1.3571428571428572,3909.714285714286,3910.0,1837,55.0,10.142857142857142,-2.0714285714285716,1745.7142857142858,1737.0,1756,-46.0,-5.857142857142857,1.6428571428571428,1845.2857142857142,1853.642857142857,308,-12.0,-3.7142857142857144,-0.9285714285714286,318.7142857142857,319.35714285714283,5753,-1.0,-4.142857142857143,-12.785714285714286,5752.428571428572,5805.571428571428,4557,9.0,44.0,-2.642857142857143,4515.428571428572,4458.928571428572,1063,-11.0,-47.714285714285715,-8.857142857142858,1109.142857142857,1210.2857142857142,133,1.0,-0.42857142857142855,-1.2857142857142858,127.85714285714286,136.35714285714286
99,2020-07-20,35114,62.0,6.142857142857143,-2.7142857142857144,35063.42857142857,35072.5,14293,-240.0,-38.57142857142857,-48.285714285714285,13634.0,13744.642857142857,19355,246.0,37.57142857142857,39.785714285714285,20013.571428571428,19907.14285714286,1466,56.0,7.142857142857143,5.785714285714286,1415.857142857143,1420.7142857142858,3919,18.0,1.4285714285714286,-0.07142857142857142,3911.1428571428573,3909.9285714285716,1797,-40.0,-0.42857142857142855,-3.142857142857143,1745.2857142857142,1733.857142857143,1802,46.0,3.7142857142857144,3.0714285714285716,1849.0,1856.7142857142858,320,12.0,-1.8571428571428572,0.0,316.85714285714283,319.35714285714283,5736,-17.0,-3.0,-15.928571428571429,5749.428571428572,5789.642857142857,4532,-25.0,18.142857142857142,0.07142857142857142,4533.571428571428,4459.0,1062,-1.0,-23.428571428571427,-15.214285714285714,1085.7142857142858,1195.0714285714287,142,9.0,2.2857142857142856,-0.7857142857142857,130.14285714285714,135.57142857142858
100,2020-07-21,35102,-12.0,6.0,-1.8571428571428572,35069.42857142857,35070.642857142855,13386,-907.0,9.142857142857142,-7.357142857142857,13643.142857142857,13737.285714285714,20260,905.0,-3.4285714285714284,9.928571428571429,20010.14285714286,19917.071428571428,1456,-10.0,0.2857142857142857,-4.428571428571429,1416.142857142857,1416.2857142857142,3894,-25.0,-2.142857142857143,-1.2142857142857142,3909.0,3908.714285714286,1687,-110.0,-10.0,-4.857142857142857,1735.2857142857142,1729.0,1870,68.0,6.0,3.2142857142857144,1855.0,1859.9285714285713,337,17.0,1.8571428571428572,0.42857142857142855,318.7142857142857,319.7857142857143,5744,8.0,-1.0,-14.857142857142858,5748.428571428572,5774.785714285715,4507,-25.0,2.4285714285714284,-3.7857142857142856,4536.0,4455.214285714285,1105,43.0,-3.7142857142857144,-9.714285714285714,1082.0,1185.357142857143,132,-10.0,0.2857142857142857,-1.3571428571428572,130.42857142857142,134.21428571428572
101,2020-07-22,35129,27.0,14.0,0.8571428571428571,35083.42857142857,35071.5,13174,-212.0,3.142857142857143,-15.0,13646.285714285714,13722.285714285714,20482,222.0,5.285714285714286,18.285714285714285,20015.428571428572,19935.35714285714,1473,17.0,5.571428571428571,-2.4285714285714284,1421.7142857142858,1413.857142857143,3893,-1.0,-1.7142857142857142,-1.2857142857142858,3907.285714285714,3907.4285714285716,1679,-8.0,-4.285714285714286,1.7857142857142858,1731.0,1730.7857142857142,1905,35.0,2.857142857142857,-2.5,1857.857142857143,1857.4285714285713,309,-28.0,-0.2857142857142857,-0.5714285714285714,318.42857142857144,319.2142857142857,5744,0.0,-1.2857142857142858,-7.785714285714286,5747.142857142857,5767.0,4512,5.0,4.0,11.928571428571429,4540.0,4467.142857142857,1097,-8.0,-6.428571428571429,-18.428571428571427,1075.5714285714287,1166.9285714285713,135,3.0,1.1428571428571428,-1.2857142857142858,131.57142857142858,132.92857142857142
102,2020-07-23,35200,71.0,25.428571428571427,5.214285714285714,35108.857142857145,35076.71428571428,13130,-44.0,41.0,-19.357142857142858,13687.285714285714,13702.92857142857,20599,117.0,-21.285714285714285,22.071428571428573,19994.14285714286,19957.428571428572,1471,-2.0,5.714285714285714,2.5,1427.4285714285713,1416.357142857143,3889,-4.0,-4.285714285714286,-1.5714285714285714,3903.0,3905.8571428571427,1638,-41.0,-0.8571428571428571,-2.642857142857143,1730.142857142857,1728.142857142857,1926,21.0,-5.714285714285714,-0.2857142857142857,1852.142857142857,1857.142857142857,325,16.0,2.2857142857142856,1.3571428571428572,320.7142857142857,320.57142857142856,5766,22.0,2.0,-6.0,5749.142857142857,5761.0,4600,88.0,11.714285714285714,13.0,4551.714285714285,4480.142857142857,1051,-46.0,-7.857142857142857,-16.142857142857142,1067.7142857142858,1150.7857142857142,115,-20.0,-1.8571428571428572,-2.857142857142857,129.71428571428572,130.07142857142858
103,2020-07-24,35142,-58.0,3.7142857142857144,7.928571428571429,35112.57142857143,35084.642857142855,13275,145.0,16.714285714285715,-5.642857142857143,13704.0,13697.285714285714,20429,-170.0,-24.142857142857142,10.714285714285714,19970.0,19968.14285714286,1438,-33.0,11.142857142857142,2.857142857142857,1438.5714285714287,1419.2142857142858,3820,-69.0,-14.428571428571429,-6.714285714285714,3888.5714285714284,3899.1428571428573,1586,-52.0,-15.0,-6.142857142857143,1715.142857142857,1722.0,1893,-33.0,-1.5714285714285714,-2.0,1850.5714285714287,1855.142857142857,341,16.0,2.142857142857143,1.4285714285714286,322.85714285714283,322.0,5766,0.0,2.7142857142857144,-4.0,5751.857142857143,5757.0,4578,-22.0,-4.0,12.928571428571429,4547.714285714285,4493.071428571428,1078,27.0,8.0,-14.857142857142858,1075.7142857142858,1135.9285714285713,110,-5.0,-1.2857142857142858,-2.0714285714285716,128.42857142857142,128.0
104,2020-07-25,35082,-60.0,4.714285714285714,1.2142857142857142,35117.28571428572,35085.857142857145,14222,947.0,12.142857142857142,5.5,13716.142857142857,13702.785714285714,19466,-963.0,-12.857142857142858,-8.0,19957.14285714286,19960.14285714286,1394,-44.0,5.428571428571429,3.7142857142857144,1444.0,1422.9285714285713,3801,-19.0,-14.714285714285714,-7.642857142857143,3873.8571428571427,3891.5,1660,74.0,-17.428571428571427,-5.357142857142857,1697.7142857142858,1716.642857142857,1796,-97.0,-0.8571428571428571,-4.714285714285714,1849.7142857142858,1850.4285714285713,345,4.0,3.5714285714285716,2.4285714285714284,326.42857142857144,324.42857142857144,5766,0.0,1.7142857142857142,-1.9285714285714286,5753.571428571428,5755.071428571428,4598,20.0,7.142857142857143,20.071428571428573,4554.857142857143,4513.142857142857,1049,-29.0,-3.5714285714285716,-21.428571428571427,1072.142857142857,1114.5,119,9.0,-1.8571428571428572,-0.5714285714285714,126.57142857142857,127.42857142857143
105,2020-07-26,35068,-14.0,2.2857142857142856,2.5714285714285716,35119.57142857143,35088.42857142857,14406,184.0,-18.142857142857142,-17.5,13698.0,13685.285714285714,19245,-221.0,19.428571428571427,16.142857142857142,19976.571428571428,19976.285714285714,1417,23.0,1.0,3.9285714285714284,1445.0,1426.857142857143,3801,0.0,-14.285714285714286,-6.857142857142857,3859.5714285714284,3884.6428571428573,1684,24.0,-21.857142857142858,-5.857142857142857,1675.857142857143,1710.7857142857142,1767,-29.0,1.5714285714285714,-2.142857142857143,1851.2857142857142,1848.2857142857142,350,5.0,6.0,1.1428571428571428,332.42857142857144,325.57142857142856,5770,4.0,2.4285714285714284,-0.8571428571428571,5756.0,5754.214285714285,4581,-17.0,3.4285714285714284,23.714285714285715,4558.285714285715,4536.857142857143,1065,16.0,0.2857142857142857,-23.714285714285715,1072.4285714285713,1090.7857142857142,124,5.0,-1.2857142857142858,-0.8571428571428571,125.28571428571429,126.57142857142857
106,2020-07-27,35144,76.0,4.285714285714286,5.214285714285714,35123.857142857145,35093.642857142855,14114,-292.0,-25.571428571428573,-32.07142857142857,13672.42857142857,13653.214285714286,19647,402.0,41.714285714285715,39.642857142857146,20018.285714285714,20015.928571428572,1383,-34.0,-11.857142857142858,-2.357142857142857,1433.142857142857,1424.5,3820,19.0,-14.142857142857142,-6.357142857142857,3845.4285714285716,3878.285714285714,1734,50.0,-9.0,-4.714285714285714,1666.857142857143,1706.0714285714287,1757,-10.0,-6.428571428571429,-1.3571428571428572,1844.857142857143,1846.9285714285713,329,-21.0,1.2857142857142858,-0.2857142857142857,333.7142857142857,325.2857142857143,5769,-1.0,4.714285714285714,0.8571428571428571,5760.714285714285,5755.071428571428,4454,-127.0,-11.142857142857142,3.5,4547.142857142857,4540.357142857143,1187,122.0,17.857142857142858,-2.7857142857142856,1090.2857142857142,1088.0,128,4.0,-2.0,0.14285714285714285,123.28571428571429,126.71428571428571
107,2020-07-28,35139,-5.0,5.285714285714286,5.642857142857143,35129.142857142855,35099.28571428572,13403,-711.0,2.4285714285714284,5.785714285714286,13674.857142857143,13659.0,20245,598.0,-2.142857142857143,-2.7857142857142856,20016.14285714286,20013.14285714286,1491,108.0,5.0,2.642857142857143,1438.142857142857,1427.142857142857,3821,1.0,-10.428571428571429,-6.285714285714286,3835.0,3872.0,1653,-81.0,-4.857142857142857,-7.428571428571429,1662.0,1698.642857142857,1813,56.0,-8.142857142857142,-1.0714285714285714,1836.7142857142858,1845.857142857143,355,26.0,2.5714285714285716,2.2142857142857144,336.2857142857143,327.5,5779,10.0,5.0,2.0,5765.714285714285,5757.071428571428,4528,74.0,3.0,2.7142857142857144,4550.142857142857,4543.071428571428,1099,-88.0,-0.8571428571428571,-2.2857142857142856,1089.4285714285713,1085.7142857142858,152,24.0,2.857142857142857,1.5714285714285714,126.14285714285714,128.28571428571428
108,2020-07-29,35123,-16.0,-0.8571428571428571,6.571428571428571,35128.28571428572,35105.857142857145,13263,-140.0,12.714285714285714,7.928571428571429,13687.57142857143,13666.92857142857,20408,163.0,-10.571428571428571,-2.642857142857143,20005.571428571428,20010.5,1452,-39.0,-3.0,1.2857142857142858,1435.142857142857,1428.4285714285713,3815,-6.0,-11.142857142857142,-6.428571428571429,3823.8571428571427,3865.5714285714284,1640,-13.0,-5.571428571428571,-4.928571428571429,1656.4285714285713,1693.7142857142858,1822,9.0,-11.857142857142858,-4.5,1824.857142857143,1841.357142857143,353,-2.0,6.285714285714286,3.0,342.57142857142856,330.5,5792,13.0,6.857142857142857,2.7857142857142856,5772.571428571428,5759.857142857143,4598,70.0,12.285714285714286,8.142857142857142,4562.428571428572,4551.214285714285,1045,-54.0,-7.428571428571429,-6.928571428571429,1082.0,1078.7857142857142,149,-3.0,2.0,1.5714285714285714,128.14285714285714,129.85714285714286
109,2020-07-30,35148,25.0,-7.428571428571429,9.0,35120.857142857145,35114.857142857145,13087,-176.0,-6.142857142857143,17.428571428571427,13681.42857142857,13684.357142857143,20692,284.0,13.285714285714286,-4.0,20018.85714285714,20006.5,1369,-83.0,-14.571428571428571,-4.428571428571429,1420.5714285714287,1424.0,3821,6.0,-9.714285714285714,-7.0,3814.1428571428573,3858.5714285714284,1568,-72.0,-10.0,-5.428571428571429,1646.4285714285713,1688.2857142857142,1907,85.0,-2.7142857142857144,-4.214285714285714,1822.142857142857,1837.142857142857,346,-7.0,3.0,2.642857142857143,345.57142857142856,333.14285714285717,5790,-2.0,3.4285714285714284,2.7142857142857144,5776.0,5762.571428571428,4591,-7.0,-1.2857142857142858,5.214285714285714,4561.142857142857,4556.428571428572,1051,6.0,0.0,-3.9285714285714284,1082.0,1074.857142857143,148,-1.0,4.714285714285714,1.4285714285714286,132.85714285714286,131.28571428571428
110,2020-07-31,35168,20.0,3.7142857142857144,3.7142857142857144,35124.57142857143,35118.57142857143,13444,357.0,24.142857142857142,20.428571428571427,13705.57142857143,13704.785714285714,20377,-315.0,-7.428571428571429,-15.785714285714286,20011.428571428572,19990.714285714286,1347,-22.0,-13.0,-0.9285714285714286,1407.5714285714287,1423.0714285714287,3825,4.0,0.7142857142857143,-6.857142857142857,3814.8571428571427,3851.714285714286,1619,51.0,4.714285714285714,-5.142857142857143,1651.142857142857,1683.142857142857,1872,-35.0,-3.0,-2.2857142857142856,1819.142857142857,1834.857142857143,334,-12.0,-1.0,0.5714285714285714,344.57142857142856,333.7142857142857,5781,-9.0,2.142857142857143,2.4285714285714284,5778.142857142857,5765.0,4614,23.0,5.142857142857143,0.5714285714285714,4566.285714285715,4557.0,1019,-32.0,-8.428571428571429,-0.21428571428571427,1073.5714285714287,1074.642857142857,148,0.0,5.428571428571429,2.0714285714285716,138.28571428571428,133.35714285714286
111,2020-08-01,34966,-202.0,-16.571428571428573,-5.928571428571429,35108.0,35112.642857142855,13949,505.0,-39.0,-13.428571428571429,13666.57142857143,13691.357142857143,19610,-767.0,20.571428571428573,3.857142857142857,20032.0,19994.571428571428,1407,60.0,1.8571428571428572,3.642857142857143,1409.4285714285713,1426.7142857142858,3789,-36.0,-1.7142857142857142,-8.214285714285714,3813.1428571428573,3843.5,1610,-9.0,-7.142857142857143,-12.285714285714286,1644.0,1670.857142857143,1840,-32.0,6.285714285714286,2.7142857142857144,1825.4285714285713,1837.5714285714287,339,5.0,-0.8571428571428571,1.3571428571428572,343.7142857142857,335.07142857142856,5748,-33.0,-2.5714285714285716,-0.42857142857142855,5775.571428571428,5764.571428571428,4526,-88.0,-10.285714285714286,-1.5714285714285714,4556.0,4555.428571428572,1096,77.0,6.714285714285714,1.5714285714285714,1080.2857142857142,1076.2142857142858,126,-22.0,1.0,-0.42857142857142855,139.28571428571428,132.92857142857142
112,2020-08-02,34995,29.0,-10.428571428571429,-4.071428571428571,35097.57142857143,35108.57142857143,14819,870.0,59.0,20.428571428571427,13725.57142857143,13711.785714285714,18758,-852.0,-69.57142857142857,-25.071428571428573,19962.428571428572,19969.5,1418,11.0,0.14285714285714285,0.5714285714285714,1409.5714285714287,1427.2857142857142,3790,1.0,-1.5714285714285714,-7.928571428571429,3811.5714285714284,3835.5714285714284,1781,171.0,13.857142857142858,-4.0,1657.857142857143,1666.857142857143,1662,-178.0,-15.0,-6.714285714285714,1810.4285714285713,1830.857142857143,347,8.0,-0.42857142857142855,2.7857142857142856,343.2857142857143,337.85714285714283,5747,-1.0,-3.2857142857142856,-0.42857142857142855,5772.285714285715,5764.142857142857,4574,48.0,-1.0,1.2142857142857142,4555.0,4556.642857142857,1041,-55.0,-3.4285714285714284,-1.5714285714285714,1076.857142857143,1074.642857142857,132,6.0,1.1428571428571428,-0.07142857142857142,140.42857142857142,132.85714285714286
